Line#,Date,Final,"Scaled Voltage (S-FS-TRMSA 21329018:20536129-1),VAC,GC-15kW","Scaled Current (S-FS-TRMSA 21329018:20536129-2),A,GC-15kW","Scaled Series (RAW-C-20 21329018:21433559-1),l/m,GC-15kW,Flow Meter","Temperature (S-TMB 21329018:20466913-1),°C,GC-15kW,Temp in 1","Temperature (S-TMB 21329018:20466914-1),°C,GC-15kW,Temp in 2","Temperature (S-TMB 21329018:20466915-1),°C,GC-15kW,Temp out 1","Temperature (S-TMB 21329018:20590610-1),°C,GC-15kW,Temp out 2"
1476,11/27/25 01:10:00 -0500,11/27/25 01:10:00,240.303,64.9,41.683,23.64,23.59,28.37,28.22
1477,11/27/25 01:12:00 -0500,11/27/25 01:12:00,240.27,64.904,45.872,23.64,23.59,28.34,28.17
1478,11/27/25 01:14:00 -0500,11/27/25 01:14:00,240.335,64.886,46.165,23.64,23.59,28.37,28.22
1479,11/27/25 01:16:00 -0500,11/27/25 01:16:00,245.451,64.886,46.761,23.64,23.59,28.39,28.25
1480,11/27/25 01:18:00 -0500,11/27/25 01:18:00,240.367,64.881,45.179,23.66,23.62,28.42,28.27
1481,11/27/25 01:20:00 -0500,11/27/25 01:20:00,240.346,64.9,46.741,23.66,23.62,28.44,28.3
1482,11/27/25 01:22:00 -0500,11/27/25 01:22:00,240.281,64.904,49.173,23.66,23.62,28.42,28.27
1483,11/27/25 01:24:00 -0500,11/27/25 01:24:00,240.389,64.89,44.983,23.64,23.59,28.37,28.22
1484,11/27/25 01:26:00 -0500,11/27/25 01:26:00,247.145,64.881,46.468,23.64,23.59,28.34,28.2
1485,11/27/25 01:28:00 -0500,11/27/25 01:28:00,240.421,64.89,43.519,23.66,23.62,28.37,28.25
1486,11/27/25 01:30:00 -0500,11/27/25 01:30:00,240.378,64.895,43.714,23.64,23.62,28.42,28.25
1487,11/27/25 01:32:00 -0500,11/27/25 01:32:00,240.421,64.876,44.954,23.66,23.64,28.44,28.3
1488,11/27/25 01:34:00 -0500,11/27/25 01:34:00,240.357,64.904,46.868,23.66,23.62,28.44,28.3
1489,11/27/25 01:36:00 -0500,11/27/25 01:36:00,245.559,64.881,46.429,23.66,23.62,28.42,28.25
1490,11/27/25 01:38:00 -0500,11/27/25 01:38:00,240.346,64.881,48.392,23.66,23.62,28.37,28.22
1491,11/27/25 01:40:00 -0500,11/27/25 01:40:00,240.335,64.895,48.499,23.64,23.62,28.37,28.2
1492,11/27/25 01:42:00 -0500,11/27/25 01:42:00,240.4,64.886,45.823,23.66,23.62,28.39,28.25
1493,11/27/25 01:44:00 -0500,11/27/25 01:44:00,240.378,64.89,46.009,23.66,23.64,28.44,28.3
1494,11/27/25 01:46:00 -0500,11/27/25 01:46:00,246.444,64.871,45.599,23.66,23.64,28.44,28.3
1495,11/27/25 01:48:00 -0500,11/27/25 01:48:00,240.357,64.904,44.583,23.66,23.64,28.44,28.27
1496,11/27/25 01:50:00 -0500,11/27/25 01:50:00,240.292,64.89,45.394,23.69,23.64,28.42,28.27
1497,11/27/25 01:52:00 -0500,11/27/25 01:52:00,240.313,64.867,46.146,23.66,23.64,28.39,28.25
1498,11/27/25 01:54:00 -0500,11/27/25 01:54:00,240.324,64.881,46.399,23.66,23.64,28.37,28.22
1499,11/27/25 01:56:00 -0500,11/27/25 01:56:00,246.346,64.857,46.565,23.66,23.64,28.42,28.27
1500,11/27/25 01:58:00 -0500,11/27/25 01:58:00,240.249,64.886,47.317,23.69,23.64,28.44,28.3
1501,11/27/25 02:00:00 -0500,11/27/25 02:00:00,240.357,64.89,44.749,23.69,23.64,28.49,28.34
1502,11/27/25 02:02:00 -0500,11/27/25 02:02:00,240.378,64.895,44.925,23.69,23.64,28.44,28.27
1503,11/27/25 02:04:00 -0500,11/27/25 02:04:00,240.324,64.89,46.136,23.66,23.64,28.39,28.25
1504,11/27/25 02:06:00 -0500,11/27/25 02:06:00,244.544,64.881,43.587,23.66,23.64,28.37,28.22
1505,11/27/25 02:08:00 -0500,11/27/25 02:08:00,240.357,64.876,45.667,23.69,23.64,28.39,28.25
1506,11/27/25 02:10:00 -0500,11/27/25 02:10:00,240.357,64.886,49.114,23.69,23.64,28.44,28.3
1507,11/27/25 02:12:00 -0500,11/27/25 02:12:00,240.367,64.89,46.614,23.69,23.66,28.47,28.32
1508,11/27/25 02:14:00 -0500,11/27/25 02:14:00,240.324,64.886,44.319,23.69,23.64,28.47,28.32
1509,11/27/25 02:16:00 -0500,11/27/25 02:16:00,245.753,64.886,44.974,23.69,23.64,28.44,28.27
1510,11/27/25 02:18:00 -0500,11/27/25 02:18:00,240.357,64.89,45.306,23.69,23.64,28.39,28.25
1511,11/27/25 02:20:00 -0500,11/27/25 02:20:00,240.367,64.9,45.091,23.69,23.64,28.37,28.22
1512,11/27/25 02:22:00 -0500,11/27/25 02:22:00,240.26,64.881,42.522,23.69,23.64,28.42,28.25
1513,11/27/25 02:24:00 -0500,11/27/25 02:24:00,240.27,64.881,45.667,23.69,23.64,28.44,28.27
1514,11/27/25 02:26:00 -0500,11/27/25 02:26:00,246.325,64.876,48.431,23.71,23.66,28.47,28.32
1515,11/27/25 02:28:00 -0500,11/27/25 02:28:00,240.26,64.89,48.021,23.69,23.66,28.47,28.32
1516,11/27/25 02:30:00 -0500,11/27/25 02:30:00,240.27,64.89,47.884,23.69,23.66,28.42,28.27
1517,11/27/25 02:32:00 -0500,11/27/25 02:32:00,240.4,64.886,45.267,23.69,23.64,28.39,28.25
1518,11/27/25 02:34:00 -0500,11/27/25 02:34:00,240.357,64.895,45.599,23.69,23.64,28.39,28.25
1519,11/27/25 02:36:00 -0500,11/27/25 02:36:00,245.397,64.862,46.185,23.69,23.64,28.42,28.27
1520,11/27/25 02:38:00 -0500,11/27/25 02:38:00,240.281,64.881,43.421,23.69,23.66,28.44,28.3
1521,11/27/25 02:40:00 -0500,11/27/25 02:40:00,240.357,64.876,45.442,23.71,23.66,28.49,28.34
1522,11/27/25 02:42:00 -0500,11/27/25 02:42:00,240.346,64.881,45.95,23.69,23.66,28.44,28.3
1523,11/27/25 02:44:00 -0500,11/27/25 02:44:00,240.389,64.881,45.833,23.69,23.64,28.42,28.25
1524,11/27/25 02:46:00 -0500,11/27/25 02:46:00,247.253,64.876,47.005,23.69,23.64,28.39,28.22
1525,11/27/25 02:48:00 -0500,11/27/25 02:48:00,240.4,64.89,49.915,23.69,23.66,28.39,28.25
1526,11/27/25 02:50:00 -0500,11/27/25 02:50:00,240.411,64.881,46.136,23.69,23.66,28.44,28.27
1527,11/27/25 02:52:00 -0500,11/27/25 02:52:00,240.357,64.876,43.987,23.69,23.66,28.47,28.3
1528,11/27/25 02:54:00 -0500,11/27/25 02:54:00,240.367,64.881,42.845,23.71,23.66,28.49,28.32
1529,11/27/25 02:56:00 -0500,11/27/25 02:56:00,247.177,64.871,45.403,23.69,23.66,28.47,28.3
1530,11/27/25 02:58:00 -0500,11/27/25 02:58:00,240.335,64.867,47.347,23.69,23.66,28.42,28.25
1531,11/27/25 03:00:00 -0500,11/27/25 03:00:00,240.303,64.867,48.089,23.69,23.66,28.39,28.25
1532,11/27/25 03:02:00 -0500,11/27/25 03:02:00,240.313,64.876,47.288,23.69,23.66,28.42,28.25
1533,11/27/25 03:04:00 -0500,11/27/25 03:04:00,240.292,64.867,49.847,23.71,23.66,28.44,28.3
1534,11/27/25 03:06:00 -0500,11/27/25 03:06:00,245.494,64.853,47.757,23.71,23.69,28.49,28.32
1535,11/27/25 03:08:00 -0500,11/27/25 03:08:00,240.303,64.867,47.816,23.71,23.69,28.52,28.34
1536,11/27/25 03:10:00 -0500,11/27/25 03:10:00,240.324,64.876,46.409,23.71,23.66,28.47,28.3
1537,11/27/25 03:12:00 -0500,11/27/25 03:12:00,240.313,64.876,44.925,23.71,23.69,28.42,28.27
1538,11/27/25 03:14:00 -0500,11/27/25 03:14:00,240.313,64.876,44.114,23.71,23.66,28.42,28.25
1539,11/27/25 03:16:00 -0500,11/27/25 03:16:00,245.979,64.867,43.235,23.71,23.66,28.42,28.27
1540,11/27/25 03:18:00 -0500,11/27/25 03:18:00,240.357,64.867,42.649,23.71,23.69,28.47,28.32
1541,11/27/25 03:20:00 -0500,11/27/25 03:20:00,240.324,64.871,47.405,23.71,23.69,28.49,28.34
1542,11/27/25 03:22:00 -0500,11/27/25 03:22:00,240.389,64.867,44.759,23.71,23.69,28.49,28.34
1543,11/27/25 03:24:00 -0500,11/27/25 03:24:00,240.378,64.862,44.974,23.71,23.69,28.44,28.3
1544,11/27/25 03:26:00 -0500,11/27/25 03:26:00,245.807,64.857,49.066,23.71,23.69,28.42,28.25
1545,11/27/25 03:28:00 -0500,11/27/25 03:28:00,240.357,64.881,46.731,23.71,23.69,28.42,28.25
1546,11/27/25 03:30:00 -0500,11/27/25 03:30:00,240.313,64.871,46.272,23.71,23.66,28.44,28.27
1547,11/27/25 03:32:00 -0500,11/27/25 03:32:00,240.303,64.867,43.929,23.71,23.69,28.47,28.3
1548,11/27/25 03:34:00 -0500,11/27/25 03:34:00,240.324,64.871,45.052,23.74,23.69,28.52,28.34
1549,11/27/25 03:36:00 -0500,11/27/25 03:36:00,246.875,64.848,44.515,23.74,23.69,28.49,28.34
1550,11/27/25 03:38:00 -0500,11/27/25 03:38:00,240.27,64.876,43.987,23.71,23.69,28.44,28.27
1551,11/27/25 03:40:00 -0500,11/27/25 03:40:00,240.281,64.862,48.47,23.71,23.69,28.42,28.25
1552,11/27/25 03:42:00 -0500,11/27/25 03:42:00,240.249,64.867,47.552,23.71,23.69,28.42,28.27
1553,11/27/25 03:44:00 -0500,11/27/25 03:44:00,240.26,64.871,45.813,23.71,23.69,28.44,28.27
1554,11/27/25 03:46:00 -0500,11/27/25 03:46:00,245.31,64.848,49.056,23.71,23.69,28.49,28.32
1555,11/27/25 03:48:00 -0500,11/27/25 03:48:00,240.335,64.871,46.36,23.74,23.69,28.49,28.32
1556,11/27/25 03:50:00 -0500,11/27/25 03:50:00,240.324,64.871,47.19,23.74,23.69,28.47,28.32
1557,11/27/25 03:52:00 -0500,11/27/25 03:52:00,240.346,64.881,45.315,23.71,23.69,28.42,28.27
1558,11/27/25 03:54:00 -0500,11/27/25 03:54:00,240.367,64.867,43.313,23.71,23.69,28.42,28.25
1559,11/27/25 03:56:00 -0500,11/27/25 03:56:00,247.35,64.848,44.778,23.71,23.69,28.42,28.3
1560,11/27/25 03:58:00 -0500,11/27/25 03:58:00,240.313,64.867,43.655,23.71,23.66,28.44,28.3
1561,11/27/25 04:00:00 -0500,11/27/25 04:00:00,240.4,64.867,45.12,23.71,23.69,28.49,28.32
1562,11/27/25 04:02:00 -0500,11/27/25 04:02:00,240.389,64.871,46.341,23.74,23.69,28.52,28.34
1563,11/27/25 04:04:00 -0500,11/27/25 04:04:00,240.313,64.871,49.085,23.74,23.69,28.47,28.32
1564,11/27/25 04:06:00 -0500,11/27/25 04:06:00,246.292,64.876,47.317,23.71,23.69,28.44,28.27
1565,11/27/25 04:08:00 -0500,11/27/25 04:08:00,240.421,64.89,46.204,23.71,23.69,28.42,28.25
1566,11/27/25 04:10:00 -0500,11/27/25 04:10:00,240.378,64.867,46.058,23.69,23.66,28.42,28.27
1567,11/27/25 04:12:00 -0500,11/27/25 04:12:00,240.389,64.881,44.642,23.71,23.66,28.47,28.3
1568,11/27/25 04:14:00 -0500,11/27/25 04:14:00,240.389,64.871,45.394,23.71,23.69,28.49,28.32
1569,11/27/25 04:16:00 -0500,11/27/25 04:16:00,245.872,64.871,44.056,23.71,23.69,28.49,28.32
1570,11/27/25 04:18:00 -0500,11/27/25 04:18:00,240.389,64.871,47.357,23.74,23.69,28.47,28.3
1571,11/27/25 04:20:00 -0500,11/27/25 04:20:00,240.378,64.871,48.431,23.71,23.69,28.42,28.27
1572,11/27/25 04:22:00 -0500,11/27/25 04:22:00,240.324,64.862,49.368,23.74,23.69,28.42,28.25
1573,11/27/25 04:24:00 -0500,11/27/25 04:24:00,240.378,64.871,48.958,23.71,23.69,28.44,28.3
1574,11/27/25 04:26:00 -0500,11/27/25 04:26:00,246.346,64.853,45.394,23.71,23.69,28.47,28.3
1575,11/27/25 04:28:00 -0500,11/27/25 04:28:00,240.378,64.862,46.653,23.74,23.69,28.49,28.32
1576,11/27/25 04:30:00 -0500,11/27/25 04:30:00,240.292,64.862,43.479,23.74,23.69,28.49,28.34
1577,11/27/25 04:32:00 -0500,11/27/25 04:32:00,240.324,64.867,43.86,23.74,23.69,28.47,28.3
1578,11/27/25 04:34:00 -0500,11/27/25 04:34:00,240.238,64.867,47.103,23.71,23.69,28.44,28.27
1579,11/27/25 04:36:00 -0500,11/27/25 04:36:00,245.559,64.867,45.667,23.74,23.71,28.44,28.27
1580,11/27/25 04:38:00 -0500,11/27/25 04:38:00,240.324,64.862,45.657,23.74,23.69,28.47,28.32
1581,11/27/25 04:40:00 -0500,11/27/25 04:40:00,240.227,64.871,49.241,23.74,23.71,28.49,28.34
1582,11/27/25 04:42:00 -0500,11/27/25 04:42:00,240.324,64.871,49.769,23.74,23.71,28.52,28.37
1583,11/27/25 04:44:00 -0500,11/27/25 04:44:00,240.367,64.867,46.263,23.76,23.74,28.52,28.37
1584,11/27/25 04:46:00 -0500,11/27/25 04:46:00,246.875,64.853,43.245,23.74,23.71,28.47,28.32
1585,11/27/25 04:48:00 -0500,11/27/25 04:48:00,240.292,64.867,45.579,23.74,23.71,28.44,28.3
1586,11/27/25 04:50:00 -0500,11/27/25 04:50:00,240.238,64.862,44.935,23.74,23.71,28.47,28.3
1587,11/27/25 04:52:00 -0500,11/27/25 04:52:00,240.303,64.857,45.325,23.74,23.71,28.47,28.32
1588,11/27/25 04:54:00 -0500,11/27/25 04:54:00,240.281,64.853,44.466,23.76,23.74,28.52,28.37
1589,11/27/25 04:56:00 -0500,11/27/25 04:56:00,246.638,64.867,46.019,23.76,23.74,28.54,28.39
1590,11/27/25 04:58:00 -0500,11/27/25 04:58:00,240.346,64.862,48.079,23.76,23.74,28.52,28.37
1591,11/27/25 05:00:00 -0500,11/27/25 05:00:00,240.367,64.876,50.169,23.76,23.74,28.49,28.32
1592,11/27/25 05:02:00 -0500,11/27/25 05:02:00,240.389,64.871,45.784,23.76,23.74,28.47,28.32
1593,11/27/25 05:04:00 -0500,11/27/25 05:04:00,240.4,64.881,47.161,23.76,23.74,28.47,28.32
1594,11/27/25 05:06:00 -0500,11/27/25 05:06:00,245.537,64.862,41.165,23.76,23.74,28.52,28.34
1595,11/27/25 05:08:00 -0500,11/27/25 05:08:00,240.378,64.867,44.114,23.76,23.74,28.54,28.37
1596,11/27/25 05:10:00 -0500,11/27/25 05:10:00,240.389,64.876,44.505,23.79,23.74,28.57,28.39
1597,11/27/25 05:12:00 -0500,11/27/25 05:12:00,240.357,64.881,46.663,23.79,23.74,28.54,28.37
1598,11/27/25 05:14:00 -0500,11/27/25 05:14:00,240.303,64.857,48.939,23.79,23.74,28.49,28.34
1599,11/27/25 05:16:00 -0500,11/27/25 05:16:00,245.656,64.853,47.425,23.76,23.74,28.47,28.32
1600,11/27/25 05:18:00 -0500,11/27/25 05:18:00,240.292,64.857,48.401,23.79,23.74,28.49,28.34
1601,11/27/25 05:20:00 -0500,11/27/25 05:20:00,240.303,64.862,44.983,23.79,23.76,28.54,28.39
1602,11/27/25 05:22:00 -0500,11/27/25 05:22:00,240.27,64.857,43.851,23.81,23.76,28.59,28.44
1603,11/27/25 05:24:00 -0500,11/27/25 05:24:00,240.367,64.876,45.862,23.81,23.76,28.57,28.42
1604,11/27/25 05:26:00 -0500,11/27/25 05:26:00,245.429,64.857,45.052,23.81,23.76,28.54,28.39
1605,11/27/25 05:28:00 -0500,11/27/25 05:28:00,240.389,64.871,46.272,23.79,23.76,28.52,28.37
1606,11/27/25 05:30:00 -0500,11/27/25 05:30:00,240.357,64.867,46.819,23.79,23.76,28.49,28.34
1607,11/27/25 05:32:00 -0500,11/27/25 05:32:00,240.292,64.871,48.089,23.79,23.76,28.54,28.39
1608,11/27/25 05:34:00 -0500,11/27/25 05:34:00,240.292,64.871,46.097,23.81,23.79,28.57,28.44
1609,11/27/25 05:36:00 -0500,11/27/25 05:36:00,248.062,64.857,46.712,23.81,23.79,28.59,28.44
1610,11/27/25 05:38:00 -0500,11/27/25 05:38:00,240.335,64.876,45.491,23.81,23.79,28.59,28.42
1611,11/27/25 05:40:00 -0500,11/27/25 05:40:00,240.367,64.876,46.507,23.81,23.79,28.54,28.39
1612,11/27/25 05:42:00 -0500,11/27/25 05:42:00,240.378,64.876,44.173,23.81,23.76,28.52,28.37
1613,11/27/25 05:44:00 -0500,11/27/25 05:44:00,240.335,64.881,43.841,23.79,23.76,28.52,28.37
1614,11/27/25 05:46:00 -0500,11/27/25 05:46:00,245.343,64.857,43.45,23.81,23.79,28.54,28.39
1615,11/27/25 05:48:00 -0500,11/27/25 05:48:00,240.281,64.867,43.577,23.81,23.79,28.59,28.44
1616,11/27/25 05:50:00 -0500,11/27/25 05:50:00,240.281,64.867,44.573,23.83,23.79,28.62,28.44
1617,11/27/25 05:52:00 -0500,11/27/25 05:52:00,240.346,64.867,45.257,23.83,23.79,28.59,28.44
1618,11/27/25 05:54:00 -0500,11/27/25 05:54:00,240.281,64.881,46.907,23.83,23.79,28.54,28.39
1619,11/27/25 05:56:00 -0500,11/27/25 05:56:00,247.361,64.862,48.333,23.83,23.79,28.54,28.37
1620,11/27/25 05:58:00 -0500,11/27/25 05:58:00,240.389,64.881,47.103,23.83,23.79,28.54,28.39
1621,11/27/25 06:00:00 -0500,11/27/25 06:00:00,240.4,64.876,44.856,23.83,23.79,28.57,28.42
1622,11/27/25 06:02:00 -0500,11/27/25 06:02:00,240.357,64.881,50.306,23.83,23.79,28.59,28.44
1623,11/27/25 06:04:00 -0500,11/27/25 06:04:00,240.4,64.881,44.583,23.83,23.79,28.62,28.44
1624,11/27/25 06:06:00 -0500,11/27/25 06:06:00,246.778,64.886,45.53,23.83,23.81,28.59,28.44
1625,11/27/25 06:08:00 -0500,11/27/25 06:08:00,240.367,64.881,43.929,23.83,23.81,28.57,28.39
1626,11/27/25 06:10:00 -0500,11/27/25 06:10:00,240.389,64.886,46.204,23.83,23.79,28.54,28.39
1627,11/27/25 06:12:00 -0500,11/27/25 06:12:00,240.378,64.876,43.577,23.83,23.81,28.57,28.39
1628,11/27/25 06:14:00 -0500,11/27/25 06:14:00,240.421,64.871,47.132,23.83,23.81,28.59,28.44
1629,11/27/25 06:16:00 -0500,11/27/25 06:16:00,246.077,64.857,48.323,23.86,23.81,28.64,28.47
1630,11/27/25 06:18:00 -0500,11/27/25 06:18:00,240.335,64.853,46.546,23.86,23.81,28.64,28.47
1631,11/27/25 06:20:00 -0500,11/27/25 06:20:00,240.465,64.89,46.028,23.86,23.81,28.59,28.44
1632,11/27/25 06:22:00 -0500,11/27/25 06:22:00,240.486,64.89,44.612,23.86,23.81,28.57,28.42
1633,11/27/25 06:24:00 -0500,11/27/25 06:24:00,240.4,64.9,44.378,23.83,23.81,28.54,28.39
1634,11/27/25 06:26:00 -0500,11/27/25 06:26:00,246.422,64.876,44.114,23.83,23.81,28.57,28.39
1635,11/27/25 06:28:00 -0500,11/27/25 06:28:00,240.367,64.886,44.31,23.86,23.83,28.62,28.47
1636,11/27/25 06:30:00 -0500,11/27/25 06:30:00,240.465,64.886,45.12,23.86,23.83,28.64,28.49
1637,11/27/25 06:32:00 -0500,11/27/25 06:32:00,240.378,64.886,43.255,23.86,23.83,28.64,28.49
1638,11/27/25 06:34:00 -0500,11/27/25 06:34:00,240.421,64.89,45.257,23.88,23.83,28.59,28.44
1639,11/27/25 06:36:00 -0500,11/27/25 06:36:00,246.098,64.876,48.821,23.86,23.83,28.57,28.42
1640,11/27/25 06:38:00 -0500,11/27/25 06:38:00,240.454,64.886,48.138,23.86,23.83,28.57,28.39
1641,11/27/25 06:40:00 -0500,11/27/25 06:40:00,240.421,64.871,46.8,23.88,23.83,28.59,28.44
1642,11/27/25 06:42:00 -0500,11/27/25 06:42:00,240.4,64.871,46.194,23.88,23.83,28.64,28.47
1643,11/27/25 06:44:00 -0500,11/27/25 06:44:00,240.454,64.876,46.36,23.88,23.83,28.67,28.49
1644,11/27/25 06:46:00 -0500,11/27/25 06:46:00,247.145,64.876,48.685,23.88,23.83,28.64,28.49
1645,11/27/25 06:48:00 -0500,11/27/25 06:48:00,240.454,64.881,47.366,23.88,23.83,28.62,28.47
1646,11/27/25 06:50:00 -0500,11/27/25 06:50:00,240.4,64.895,43.645,23.88,23.83,28.59,28.42
1647,11/27/25 06:52:00 -0500,11/27/25 06:52:00,240.454,64.881,44.183,23.88,23.83,28.59,28.44
1648,11/27/25 06:54:00 -0500,11/27/25 06:54:00,240.389,64.881,44.046,23.88,23.83,28.62,28.47
1649,11/27/25 06:56:00 -0500,11/27/25 06:56:00,246.832,64.876,43.841,23.88,23.83,28.67,28.52
1650,11/27/25 06:58:00 -0500,11/27/25 06:58:00,240.486,64.881,44.056,23.91,23.86,28.69,28.52
1651,11/27/25 07:00:00 -0500,11/27/25 07:00:00,240.367,64.886,43.899,23.88,23.86,28.67,28.49
1652,11/27/25 07:02:00 -0500,11/27/25 07:02:00,240.324,64.881,44.134,23.88,23.83,28.62,28.44
1653,11/27/25 07:04:00 -0500,11/27/25 07:04:00,240.443,64.876,44.007,23.88,23.83,28.57,28.42
1654,11/27/25 07:06:00 -0500,11/27/25 07:06:00,245.127,64.881,43.909,23.88,23.83,28.59,28.44
1655,11/27/25 07:08:00 -0500,11/27/25 07:08:00,240.324,64.871,44.524,23.88,23.86,28.64,28.47
1656,11/27/25 07:10:00 -0500,11/27/25 07:10:00,240.411,64.876,42.044,23.88,23.86,28.67,28.52
1657,11/27/25 07:12:00 -0500,11/27/25 07:12:00,240.324,64.886,47.278,23.91,23.86,28.69,28.52
1658,11/27/25 07:14:00 -0500,11/27/25 07:14:00,240.389,64.895,48.138,23.91,23.86,28.67,28.49
1659,11/27/25 07:16:00 -0500,11/27/25 07:16:00,247.469,64.886,45.198,23.91,23.86,28.62,28.44
1660,11/27/25 07:18:00 -0500,11/27/25 07:18:00,240.346,64.881,44.329,23.88,23.86,28.59,28.44
1661,11/27/25 07:20:00 -0500,11/27/25 07:20:00,240.357,64.886,45.931,23.88,23.86,28.62,28.47
1662,11/27/25 07:22:00 -0500,11/27/25 07:22:00,240.389,64.881,44.905,23.88,23.86,28.64,28.49
1663,11/27/25 07:24:00 -0500,11/27/25 07:24:00,240.432,64.876,42.376,23.91,23.86,28.69,28.54
1664,11/27/25 07:26:00 -0500,11/27/25 07:26:00,247.857,64.886,45.98,23.91,23.88,28.69,28.54
1665,11/27/25 07:28:00 -0500,11/27/25 07:28:00,240.465,64.881,47.405,23.91,23.86,28.67,28.49
1666,11/27/25 07:30:00 -0500,11/27/25 07:30:00,240.454,64.881,48.831,23.91,23.86,28.62,28.47
1667,11/27/25 07:32:00 -0500,11/27/25 07:32:00,240.4,64.871,49.495,23.88,23.86,28.62,28.47
1668,11/27/25 07:34:00 -0500,11/27/25 07:34:00,240.411,64.871,44.124,23.88,23.86,28.64,28.47
1669,11/27/25 07:36:00 -0500,11/27/25 07:36:00,246.746,64.862,42.845,23.91,23.86,28.67,28.49
1670,11/27/25 07:38:00 -0500,11/27/25 07:38:00,240.4,64.871,44.183,23.91,23.86,28.69,28.54
1671,11/27/25 07:40:00 -0500,11/27/25 07:40:00,240.389,64.881,44.446,23.91,23.88,28.69,28.54
1672,11/27/25 07:42:00 -0500,11/27/25 07:42:00,240.4,64.881,46.058,23.93,23.88,28.67,28.52
1673,11/27/25 07:44:00 -0500,11/27/25 07:44:00,240.357,64.881,48.06,23.91,23.86,28.62,28.47
1674,11/27/25 07:46:00 -0500,11/27/25 07:46:00,245.753,64.867,46.839,23.88,23.86,28.62,28.44
1675,11/27/25 07:48:00 -0500,11/27/25 07:48:00,240.378,64.871,47.366,23.91,23.86,28.64,28.49
1676,11/27/25 07:50:00 -0500,11/27/25 07:50:00,240.389,64.886,46.243,23.91,23.86,28.69,28.52
1677,11/27/25 07:52:00 -0500,11/27/25 07:52:00,240.4,64.862,43.108,23.93,23.88,28.72,28.57
1678,11/27/25 07:54:00 -0500,11/27/25 07:54:00,240.389,64.886,46.126,23.93,23.88,28.69,28.54
1679,11/27/25 07:56:00 -0500,11/27/25 07:56:00,245.807,64.871,43.772,23.93,23.88,28.64,28.49
1680,11/27/25 07:58:00 -0500,11/27/25 07:58:00,240.421,64.886,44.524,23.93,23.88,28.64,28.49
1681,11/27/25 08:00:00 -0500,11/27/25 08:00:00,240.432,64.871,46.927,23.91,23.86,28.62,28.47
1682,11/27/25 08:02:00 -0500,11/27/25 08:02:00,240.367,64.876,50.433,23.91,23.86,28.64,28.49
1683,11/27/25 08:04:00 -0500,11/27/25 08:04:00,240.411,64.881,47.464,23.93,23.88,28.69,28.54
1684,11/27/25 08:06:00 -0500,11/27/25 08:06:00,247.458,64.876,45.882,23.93,23.88,28.72,28.54
1685,11/27/25 08:08:00 -0500,11/27/25 08:08:00,240.454,64.867,42.112,23.93,23.88,28.69,28.54
1686,11/27/25 08:10:00 -0500,11/27/25 08:10:00,240.421,64.881,45.374,23.93,23.88,28.67,28.49
1687,11/27/25 08:12:00 -0500,11/27/25 08:12:00,240.389,64.867,44.671,23.93,23.88,28.64,28.47
1688,11/27/25 08:14:00 -0500,11/27/25 08:14:00,240.4,64.871,43.587,23.93,23.88,28.64,28.49
1689,11/27/25 08:16:00 -0500,11/27/25 08:16:00,245.828,64.862,43.313,23.93,23.88,28.69,28.54
1690,11/27/25 08:18:00 -0500,11/27/25 08:18:00,240.4,64.871,45.521,23.93,23.88,28.72,28.54
1691,11/27/25 08:20:00 -0500,11/27/25 08:20:00,240.378,64.876,47.337,23.93,23.91,28.72,28.57
1692,11/27/25 08:22:00 -0500,11/27/25 08:22:00,240.378,64.876,48.167,23.93,23.88,28.69,28.54
1693,11/27/25 08:24:00 -0500,11/27/25 08:24:00,240.4,64.871,45.735,23.93,23.88,28.64,28.49
1694,11/27/25 08:26:00 -0500,11/27/25 08:26:00,240.303,64.876,47.347,23.93,23.91,28.64,28.49
1695,11/27/25 08:28:00 -0500,11/27/25 08:28:00,241.63,64.857,42.093,23.93,23.91,28.67,28.52
1696,11/27/25 08:30:00 -0500,11/27/25 08:30:00,240.4,64.871,43.392,23.93,23.91,28.69,28.54
1697,11/27/25 08:32:00 -0500,11/27/25 08:32:00,240.367,64.871,45.032,23.95,23.91,28.74,28.59
1698,11/27/25 08:34:00 -0500,11/27/25 08:34:00,240.454,64.876,47.982,23.95,23.91,28.74,28.59
1699,11/27/25 08:36:00 -0500,11/27/25 08:36:00,240.389,64.89,49.359,23.95,23.91,28.69,28.54
1700,11/27/25 08:38:00 -0500,11/27/25 08:38:00,240.411,64.89,48.763,23.93,23.91,28.67,28.52
1701,11/27/25 08:40:00 -0500,11/27/25 08:40:00,240.389,64.867,47.61,23.93,23.91,28.67,28.52
1702,11/27/25 08:42:00 -0500,11/27/25 08:42:00,246.605,64.867,45.042,23.93,23.91,28.69,28.54
1703,11/27/25 08:44:00 -0500,11/27/25 08:44:00,240.421,64.871,44.905,23.95,23.91,28.72,28.57
1704,11/27/25 08:46:00 -0500,11/27/25 08:46:00,240.443,64.867,44.974,23.95,23.93,28.74,28.59
1705,11/27/25 08:48:00 -0500,11/27/25 08:48:00,240.4,64.881,44.388,23.95,23.93,28.74,28.59
1706,11/27/25 08:50:00 -0500,11/27/25 08:50:00,240.432,64.89,47.269,23.95,23.93,28.72,28.57
1707,11/27/25 08:52:00 -0500,11/27/25 08:52:00,247.458,64.871,48.226,23.95,23.91,28.67,28.54
